statements,status
My heart is full of love for you.,happy
I can't seem to get any better at my job.,sad
I'm not sure if I'm ready to be a mom yet.,sad
"I had a dream that I was running through the streets of Paris, dressed in a beautiful white dress and holding hands with my love.",happy
I'm not sure what to do with all of this free time.,sad
"I am a woman who has been in a relationship for years. I have been with him for a long time, and we have always been happy together.",sad
I love to watch the sunrise. It's so peaceful and calming.,happy
I wonder if I will ever get over her. I have been thinking about her for weeks now.,sad
"I've been feeling a little down lately. I'm not sure what's causing it, but I think it's a combination of things.",sad
I'm so tired of being single. I wish I could meet a man who would love me for who I am.,sad
I wish I could be more outgoing and not so shy.,sad
"I'm always telling my husband and kids that I'm sorry. I know I'm not a good mom and wife, but I really don't know how to change that.",sad
I'm glad I'm not a part of the human race anymore.,sad
I can't believe my friends are getting married.,happy
I'm not sure how much I believe anymore.,sad
My life is a mess and I can't seem to get it together.,sad
"Youâ€™ve been asking me to stay for a while now, and Iâ€™ve been avoiding it. Call it a question of pride, or the fact that I donâ€™t want to hurt your feelings. But Iâ€™m going to be blunt with you: Iâ€™m not ready to be in a relationship",sad
I'm so happy to have found you! You're the best thing that's ever happened to me. I'm so lucky to have you in my life.,happy
I have so many things to do at work that I don't have any time to do anything else.,sad
I'm so glad she is my daughter.,happy
You are unable to continue to live like this.,sad
"I just want to be happy, not in love.",sad
"I'm going to re-read the book ""A New Earth: Awakening to Your Life's Purpose"" by Eckhart Tolle and then watch the movie ""The Secret"" by Rhonda Byrne.",happy
I really don't know why I find myself so depressed with everything lately. I think it's because I've been kind of lonely and things just don't seem to be going my way.,happy
"I wish I could be more like my friend. She is so confident and outgoing, while I'm more shy and reserved.",sad
He was the one. I knew it.,sad
I wish I had been a boy.,sad
I'm so happy to be alive today.,happy
"A week ago, I thought we were going to have an amazing time in Vegas.",sad
I've been trying to live my life with as little regrets as possible.,happy
"I want to be able to say that I did something today, but I am not sure what that is.",sad
"I couldn't help but notice the way you were looking at me, like I was the only girl in the world.",happy
"I am so proud of you! You are doing such a great job! I know it's hard sometimes, but you are strong and you can do anything you set your mind to. I am so lucky to have you in my life and I love you so much!",happy
I'm so excited for the holidays.,happy
"I wish I could see my dad again, even if it's just for a little while.",sad
I'm so sorry that I missed your call.,happy
I am relieved that I was finally able to get one of those new fangled cell phones.,happy
Itâ€™s funny how they say time heals. I donâ€™t know if thatâ€™s true. It doesnâ€™t change anything. It doesnâ€™t bring back our memories. It isnâ€™t going to make me happy or fix my problems. It just makes me old.,sad
The book is a very interesting read. It's an easy read and I really liked it.,happy
I didn't think it was possible to be this happy.,happy
I can't stop thinking about the way he looked at me last night.,happy
I've been so busy with work lately. I've been neglecting my friends and family. I need to make some time for myself.,sad
I'm so tired of people treating me like I'm invisible.,sad
I'm so tired of this life. I just want it to be over.,sad
I'm sorry I'm still caught up in my own world. I'm sorry I don't know how to explain it. I'm sorry I don't know how to tell you. I'm sorry I'm not sorry. I'm sorry I'm not sorry.,sad
I'm tired of this.,sad
I love you so much. I can't imagine my life without you. You are the best thing that has ever happened to me.,happy
"I love you so much, I can't imagine my life without you.",happy
I have to make a decision about my future.,sad
I'm so grateful to have your friendship. You are truly a blessing in my life.,happy
I'm not sure if I'm coming or going these days.,sad
I have to be honest and say that I don't know much about the differences between a man's and a woman's journal.,happy
I'm so excited for the new year. I'm ready to start fresh and make some changes in my life. I'm really looking forward to seeing what the new year has in store for me.,happy
"I'm so tired, I just want to sleep.",sad
I'm so tired of being the only woman in this company. I feel like I'm always being overlooked for promotions and opportunities. It's so frustrating.,sad
I am not sure if I like the way he looks at me.,happy
"Today was the best day ever. I got to spend time with my friends and family, and I had so much fun. I'm so grateful for all the people in my life who make me happy.",happy
"You can do anything if you are convinced that you are going to succeed. When you start to believe in yourself, you will start to see the world differently.",happy
"I spent my day praying for my family, I hope that my prayers are heard.",sad
I'm not sure if I'm in love or in love.,happy
I'm so tired of working this hard and still feeling like I'm not getting anywhere.,sad
I'm so tired. It's like I don't have the energy to do anything.,sad
I've been feeling very down lately and it's been hard to get out of bed in the morning. I'm not sure what I should do.,sad
"Dear Diary,",happy
I had a really bad day today and I can't seem to shake it. I'm just feeling so overwhelmed and stressed out. It's been a really tough week and I just can't seem to catch a break.,sad
I've been thinking about you a lot lately.,happy
I can't believe how much better I feel since I started eating better. I feel like a new person.,happy
I'm so excited for the weekend! My girlfriends and I are going to spend some quality time together. We're going to have so much fun!,happy
I'm so glad I got a new job. It's a real dream come true. I can't believe it,happy
I love being a wife.,happy
I'm so afraid of being average.,happy
Looking forward to the weekend.,happy
"I am not sure if I have ever felt like this before, but I think I am in love.",happy
I am not feeling very good today.,sad
Iâ€™m so happy with my life right now. Itâ€™s like Iâ€™ve finally found my place in the world. Iâ€™m surrounded by people who love and support me and Iâ€™m doing what I love every day. Itâ€™s a great feeling and Iâ€™m so grateful for it.,happy
I am so thankful for my family and friends.,happy
Talking to her takes a lot of energy and I usually feel drained.,happy
"Oh, and a few weeks ago, I got my hair cut, and yeah, it's almost blonde.",sad
I'm so grateful for my life.,happy
It's been a busy week at work so I haven't had much time to spend with my family. I'm looking forward to having some quality time with them this weekend.,happy
I'm not sure if I want to be a mom. I'm also not sure if I want a child. I'm not sure if I want to have a family. I'm not sure what I want.,sad
I met with my therapist today. I'm really struggling with my addiction. I'm not sure how to deal with it.,sad
I'm not sure what I want to do with my life.,sad
I'm so sorry for being a terrible mother. I need to get a grip.,sad
I'm so glad I have started this journal. I've been wanting to do this for 3 years. I feel like my life is going to be so much better now that I can put things down on paper.,happy
I woke up late and had to rush to get ready for class. I'm so frustrated with myself for always oversleeping.,sad
"I'm feeling so overwhelmed today. I have so much to do and not enough time to do it all. I know I need to take some time for myself, but it's hard to do when there's so much going on.",sad
So many things to do.,sad
I still can't believe that you are dead.,happy
"I'm not sure what I'm doing wrong. I've been trying to get my act together for a while now, but I just can't seem to get it together.",sad
I'm so tired of being treated like this. It's not fair.,sad
I wish I could go back and change some things. But I think it is all part of my story and I am who I am because of it.,sad
I wish I had waited until I was older before I had kids.,sad
I'm worried about my health. I have a lot of pain and it's been going on for a while now.,sad
"I had a wonderful time at the party last night. The music was great, and I met some new people. I even danced a little bit!",happy
"It's been a weird day today for some reason. I don't know if it's because I've had a bad night's sleep or what, but it's been a bit of a rollercoaster. I'm hoping for a better day tomorrow!",happy
I love you so much.,happy
I felt so tired all day. I am really looking forward to tomorrow.,sad
I'm so tired of living like this.,happy
"I'm so proud of myself for keeping up with my workouts. It's not easy, but I'm determined to stay healthy and fit.",happy
I'm not sure what I'm feeling lately. I just feel like I have to make a choice between two things I love.,sad
"I hate it when I'm listening to music on my headphones, and someone comes up to me and starts talking.",happy
I don't know what to do. I feel like I'm at a crossroads. I'm not sure what I want or where I want to go. I'm just lost.,sad
I'm so tired.,sad
I'm so tired of not knowing what to do with my life. I feel like I'm just wandering around aimlessly.,sad
I am so excited to go to the beach tomorrow with my friends. It's been a while since we've had a fun girls' trip and I can't wait to relax and have some fun in the sun.,happy
"Well, it's been a busy week so far. I've been spending a lot of time at work and not much time at home. I'm trying to find a good balance, but it's been tough. I'm also trying to get some exercise in, but it's been hard",happy
I wish I had a quiet place to go and sit and think.,sad
I am sad that we have to go back to school tomorrow.,sad
I'm so upset with you right now...we never should have gotten married.,sad
My respect for my mom and dad is getting stronger every day.,happy
I'm so glad I have you in my life.,happy
I feel like I am stuck in an endless cycle of self-doubt and low self-esteem.,sad
I've never been so proud of myself. I didn't care about my looks today.,happy
"I'm not sure why I'm so down today. I feel like I'm just not myself. I guess I'm just going through a rough patch. Hopefully, it will pass soon.",sad
"The pastor has been on my mind this week. I know that he is grieving, but I understand why he is so upset. I could never have done the same thing.",happy
I'm so excited for the new year! I can't wait to see what 2020 has in store for me.,happy
I hate myself for not being more like my friends.,sad
I am so tired of feeling like I'm not good enough.,sad
Playing golf really relaxes me.,happy
I am so sick of this world.,sad
I love the way you smell.,happy
I want my life to be more than just surviving.,sad
I think maybe this is a test of my patience.,happy
I am so tired of doing all the work around the house. I wish my husband would do more.,happy
Today was a good day. I spent time with my family and friends and had a lot of fun. I'm feeling grateful and happy.,happy
I'm so sick and tired of this relationship.,sad
"I'm so happy that I have my own place now, I can do whatever I want and no one can tell me what to do. I'm free!",happy
"I feel like Iâ€™m being judged, even by friends that should be more understanding of my situation.",sad
"It's been a long day, but I made it through. Thanks for being there for me.",happy
I am so glad I'm not a man.,happy
I am on cloud nine.,happy
I just had the best day with my boyfriend. We went on a picnic and it was so romantic. I can't wait to see him again!,happy
Today was a tough day. I feel like I'm not making any progress at work and it's starting to bring me down. I'm not sure what to do.,sad
I am so tired of this city. It's cold and dark and everyone is so mean. I wish I could just move somewhere warm and sunny.,sad
My heart beats faster when I look at you.,happy
It seems that the whole world is spinning out of control.,sad
"You know, Iâ€™ve always loved how our daughters are so close. I guess itâ€™s because theyâ€™re so different from each other.",happy
"I have decided that I am going to take a break from my job. I am going to find a new one, and see how things go.",happy
I've been feeling really down lately. Everything seems so pointless. I don't know what to do with my life.,sad
"I'm tired of this life. I'm tired of being alone. I don't know what to do. I know I'm not happy, but I don't know why.",sad
I'm so tired.,sad
It's time to start my day.,happy
I just got back from a visit to my parents.,happy
I am so excited to be starting school again! It's going to be such a great year!,happy
I think I'm getting really good at this.,happy
I can't wait to see you!,happy
"I've been feeling so down lately. It's like I'm just going through the motions of life, but I'm not really living. I don't know what's wrong with me, but I just can't seem to shake this funk. It's been like this",sad
I'm so happy that i have finally got my period.,happy
"I have a problem, I canâ€™t get him out of my mind. He is there when I am awake and when I am asleep. I canâ€™t take it anymore. I need to get rid of him, but I donâ€™t know how.",sad
"I have been very stressed lately, it is a strange feeling that I don't get often.",happy
I'm so glad I have you in my life. You are the best friend I could ever ask for.,happy
"I'm so tired of being single, I want someone to make me feel special.",sad
"I feel like I'm always running out of time, and I don't know why.",happy
I'm so happy that I am 25!,happy
"I've been thinking about talking to him, maybe asking him if he is ready to take things to the next level.",sad
"Midnight was upon me, and I felt so lonely. I needed a friend.",happy
I'm not sure if I should tell him about it yet.,sad
I am so tired of running around after this man of mine.,sad
"I'm still not sure whether I should be in this relationship. He's wonderful in so many ways, but he's just not right for me. I know that I deserve better and I know that I can do better.",sad
"It all seems so easy when you don't know the hardships you could face in life. Oh well, that's life I guess.",sad
"Went to the doctor today. I have a bone spur in my back, and my doctor says I have chronic scoliosis. I'm going to go see a physical therapist.",sad
I am so glad that I am not like my mom.,happy
I'm so afraid of what people think of me.,sad
"I am so frustrated with my husband lately. Every time I try to talk to him about something that's bothering me, he completely shuts down and won't listen. It's like he just doesn't care.",sad
I'm starting to think that maybe I'll never be happy. I feel like I'm stuck in a rut and I can't get out.,sad
"June 28, 2013",sad
I love you.,happy
"The sun is shining , the birds are singing , and I'm feeling pretty good about life right now.",happy
I am so thankful for my friends. Today I had a very hard time dealing with my emotions and they were there for me.,happy
"They are so close to him, that I never feel like they are mine.",sad
I am so grateful for my friends and family. They are always there for me no matter what.,happy
I'm so overwhelmed with life right now. I feel like everything is falling apart and I just can't keep up. I don't know how to handle it all. I need to get my life together.,sad
I think I'm finally over it.,happy
I've finally found someone who wants to spend the rest of their life with me and I'm so happy.,happy
I'm so tired of being alone. I wish I had someone to share my life with.,sad
"I feel like I don't have any friends that I can really trust. Like, I know I have a lot of acquaintances, but none of them seem to actually care about me. It's really frustrating.",sad
the only thing that remains constant is my love for you,sad
It is really nice that we have this time to reconnect.,happy
"I remember when I was a little girl, I used to dream of being a teacher someday. I always thought it would be so cool to have my own classroom and be able to teach other kids. I don't know if I'll ever get the chance to do that, but I still think about",happy
I feel like I'm not getting anywhere in life. I feel like I'm just spinning my wheels and not making any progress. I feel like I'm not good enough. I feel like I'm not good enough. I feel like I'm not good enough. I feel like I'm,sad
I am so happy that I have found my soulmate.,happy
what a wonderful day for a walk.,happy
I was so relieved to see my best friend yesterday. I needed a good friend to talk to.,happy
The only thing that has kept me alive this long is you.,happy
I want to understand what I feel and why.,sad
The doctors all seemed to agree that I should go ahead and get the surgery.,happy
I can't believe today is the day I've been waiting for. I'm finally going to see my favorite band in concert! I've been saving up for months and I can't wait to sing along to all of their songs. I'm so excited!,happy
"Today was a perfect day. I spent it with my best friend. We laughed, we cried, we had so much fun. I'm so grateful to have such a wonderful friend in my life.",happy
I don't want to be a robot. I want to be more like a real person.,sad
I found a new recipe today that I think I'm going to try. It sounds really good!,happy
"I want to live a life of adventure. I want to travel to far away places, experience new cultures, and meet new people.",happy
I'm feeling so lonely these days. I wish I had someone to talk to.,sad
"I always thought that I would get married and have children, but now I am not so sure.",sad
"I'm not sure why I'm still so angry, but I am.",sad
I'm watching an old movie with my husband.,happy
Yesterday was a good day.,happy
"Fuck I really donâ€™t want to go to work today, Iâ€™m so tired.",sad
I have a bad feeling about this new job.,sad
I just don't understand why people always have to make things so difficult.,sad
My heart is full and my mind is happy.,happy
My skin feels softer than ever.,happy
I don't think I've ever been so afraid of anything in my entire life.,sad
My body is telling me that it's time to stop. I'm tired and I feel like I'm in a fog.,sad
I need to find a way to get rid of my bad habits and replace them with good ones.,sad
I hope things get better for you.,happy
"I'm going to the gym tonight, but I'm not going to be able to make it. I'm going to be at my friend's house.",sad
I feel like I can't do anything right. I feel like I'm always failing.,sad
I'm so tired of working on this project. I just want to be done with it and get on with my life.,sad
I want to be able to have a baby.,happy
I'm so happy to be free from the shackles of my former life. It's amazing what a little bit of freedom can do for a person.,happy
"I'm so tired, I just want to go to bed.",sad
It's so hard to get back into the swing of things after a two-week vacation.,sad
"I'm so tired, but I just can't sleep.",sad
I am so tired of always trying to convince myself that I am happy.,happy
"Made a few phone calls today.  Good news, most of the people I called back.",happy
My daily writing practice is helping me to make some progress with my life goals.,happy
My friend is afraid to date too.,happy
I'm so angry right now. I don't know what to do.,sad
The other day I ran into a friend of mine on the street. She said she had just received a letter from a guy she had met at the store. He invited her to go out with him to the movies. Of course I was very happy for her.,happy
"Today I had an amazing day. I went to the park with my friends and we had so much fun. We played frisbee, had a picnic, and just enjoyed the beautiful weather. I'm so grateful to have such wonderful friends.",happy
I spent the evening meeting new people and I'm trying to decide whether or not I want to see any of them again.,happy
My dad was the best dad ever.,happy
I think I am going to take a break from work for a week or two.,happy
I don't know if I'm still in love with my husband. I have been so distant for weeks.,sad
I'll give you a little hint: I have been reading a lot of self-help books recently. I'm always looking for a good read. I've been trying to find a book that can help me with my life problems.,happy
I love you with all my heart.,happy
I am so tired of this job. I can't wait to find a new one.,sad
"I'm not sure if I'm doing the right thing or not, but I'm going to try to do it anyway.",happy
I am so tired of this job. I hate it so much.,sad
"I know that I'm a great cook, but I really miss my husband's cooking.",happy
I'm so tired of putting up with this job. I'm so tired of it all. I'm so tired of it all.,sad
I'm so glad that you're having a good day.,happy
Having a great time with my friends.,happy
I have no idea how to solve this problem.,sad
I'm always so tired. I can't seem to get out of bed in the morning.,sad
I don't know how to deal with all the things happening around me.,happy
I'm not sure what to do.,sad
I'm so tired of being single.,sad
I miss you.,sad
I don't know what I want to do with my life.,sad
My fury is almost gone.  I feel like I'm dying.,sad
I am having a hard time concentrating. I can't seem to focus on anything.,sad
I'm so excited because my best friend is coming to visit me next week. I can't wait to show her around our city and catch up on all the things we've been missing out on.,happy
I have been working on this project for months and I am finally done! It feels so good to have accomplished something so important.,happy
I'm so angry.,sad
"I'm still angry about the way he treated me when we broke up. I thought I was over it, but he's still in my head and I feel like I can't move on.",sad
I have had a day of blissful boredom.,happy
I have to make it.,sad
"I'm so tired of living my life in the shadows. I want to be seen, heard, and loved for who I really am. I'm ready to step out of the darkness and into the light.",sad
I have to finish that student paper for Mr. Miller tomorrow afternoon.,sad
"I realize that I am important, and I am also small.",sad
I feel so alone and sad. I don't know what to do with myself.,sad
I really need to get my mind off of work to get some rest. I need to get my mind off of work to get some rest. I really need to get my mind off of work to get some rest. I need to get my mind off of work to get some rest. I really need to get my,sad
I can't believe he still talks to me.,sad
I canâ€™t believe I said that.,sad
I hope this pain goes away soon.,sad
I felt so bad I cried with her.,sad
I have had a funny feeling about that guy for a while now.,sad
I just can't seem to get out of this funk. I'm so tired of feeling down all the time.,sad
"I have a lot of things to do, but I'm feeling overwhelmed. I'm not sure if I can finish everything.",sad
Today I had a bad day. I was feeling down and couldn't seem to find the energy to do anything. I just wanted to curl up in bed and forget about the world.,sad
The guy is a liar. He is bad news and a scumbag. He needs to get out of my life.,sad
"I have to admit that I'm a bit of a pessimist when it comes to relationships, but I'm determined to make this one work.",sad
I donâ€™t know how Iâ€™m going to live without you.,sad
I can't believe you're still mad at me.,sad
"Things will get better, I'm so sure.",happy
I am so tired of this.  I need to find a job.  I just can't do this anymore.  I need to find a job.,sad
I'm getting so sick of this. I can't believe I have to put up with these things. It's like they don't care about me. I hate it.,sad
I was in bed all day today. I slept for 11 hours straight.,sad
I want to make a difference in the world. I will be a part of something great.,happy
I have so many questions in my head.,sad
I'm so tired of being sad all the time.,sad
I hope you can see that I am not just some girl who is looking for a man to marry. I am looking for a man who will be my husband.,happy
I am trying to figure out if I was once in love with you.,sad
I am so happy with where I am in my life right now. I am so thankful for everything that I have and I am looking forward to the future. I am thankful for my friends and family and I am looking forward to spending time with them. I am also looking forward to spending time with my boyfriend,happy
I'm glad you're feeling better.,happy
"I'm so happy to be a mom, I can't believe I get to do this every day!",happy
I can't understand why I always feel alone and have no one to turn to.,sad
I can't believe I'm still single. I'm so frustrated with dating.,sad
I need to get out of this house.,sad
I wish I could find a way to be a little more spontaneous.,happy
I feel like I'm just going through the motions of life.,sad
I'm not sure what to do. My friends and family don't understand me. I feel like I'm trapped in this body. I can't seem to find the right words to express myself.,sad
Today I'm grateful for my family and friends. I'm thankful for all the love and support they give me. I'm also thankful for all the opportunities that I've had in life.,happy
I feel so lucky that I get to live a life I truly love.,happy
"The other night I dreamed that the police had arrested me for some reason and I was at the police station. My father was there and so was the judge. He was talking to the police and then he turned to me and said, ""You've done something really dumb, you know."" I just looked at",happy
I think I will be sad if I donÃ¢â‚¬â„¢t get my dream job.,sad
"Mommy, I want to go fishin' but I am scared to do it.",sad
I am still learning to love myself and still learning to love others.,happy
You are so sorry I had to tell you this but I saw you at the mall today and it reminded me of that time when we were both looking for a dress for our sister's wedding so we went to all the stores and then finally found the perfect one at JCPenney.,happy
I've been thinking a lot about what I want in life.,happy
"Today I heard the most beautiful song. It was so touching and I just cried. I'm not sure what it was, but it just moved me to tears. I can't stop thinking about it.",happy
Today I had a really bad day. I was feeling really down and out. But I know that I can get through this. I just need to keep pushing forward. I know that I can do it.,sad
What am I supposed to do? I can't go on like this.,sad
I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so,sad
I wish I could just forget about him.,sad
I'm feeling overwhelmed and stressed out today. I'm not sure what to do to make myself feel better. I just wish I could escape from all of this.,sad
I was reminded of how much I love my husband and I'm going to buy some flowers for him tonight.,happy
I can't believe I didn't pick up the phone when I heard it ringing.,sad
"I'm not the same as I used to be, but I'm still me.",happy
This is the best day of my life. I can't believe I am finally getting married.,happy
I don't know if I'm going to make it through the day. Everything is so overwhelming right now.,sad
I really need a change.,sad
"I went to see my friend, and we had a great time. She's such a great friend.",happy
Today I was so tired. I went to bed at 9:30 pm but I still feel exhausted.,sad
I think that I've got a new boyfriend.,happy
"I don't know why Andy is so mad at me, he's never once seen me smoke.",sad
"I don't know for sure, but I think I could handle a lot more than I'm getting right now.",sad
I am going to be a new mother and I am so excited!,happy
It's the little things that mean the most.,happy
"I had such a great time with you today! I feel so much better now that I've seen you again. You're my best friend, and I'm so glad we're still close.",happy
I feel like I'm going to explode. I just can't do anything with my feelings anymore.,happy
I'm exhausted.,sad
I'm so excited for my first day of school! I can't wait to see all my friends and make new ones. I'm sure it's going to be a great year.,happy
I'm exhausted. I want to take a nap but I just can't.,sad
I can't wait for the weekend to come.,happy
"Dear journal,",sad
there are so many things that you don't know about. but i'm not going to share them with you.,sad
I dreamed about him all night.,happy
"I think it's a bit silly to be in a relationship if you're not going to be faithful to that person. If you're not going to be faithful, then you might as well not be in a relationship.",sad
I love all the variety that life brings.,happy
"I'm so thankful that I have my journal to write in! I've been keeping it for years now and it's been such a great way to remember the good times and the bad. It also helps me to stay organized and on track, which is something I really need these days.",happy
I can't believe I spent all night worrying about this stupid thing and then it was nothing.,happy
I'm just too tired for this.,sad
I couldn't sleep so I started watching The Office again.,sad
I am so happy to have you in my life. You are the best thing that has ever happened to me.,happy
I had a strange dream last night. I dreamt that I was in a forest and there were these weird creatures that looked like giant bugs but they were really smart and they were speaking in a language that I didn't understand.,happy
I think the only reason we are together is because I am pregnant.,sad
I'm so tired. I just want to sleep.,sad
I am so happy to be here with you.,happy
"I'm trying so hard not to let my emotions get the better of me, but I'm not sure if it's working.",sad
I am so frustrated with my life!,sad
I've been thinking a lot about you lately. I wonder what you're up to. I hope you're happy. I miss you.,happy
"I don't know if I could ever forgive him. I have felt so hurt and betrayed, but I know I can't let it consume me. I have to find a way to move on and find peace within myself.",sad
I wish I could go back to the way things were before you got married.,happy
And thatâ€™s why Iâ€™m here writing this. I have a dream. I have a dream. I have a dream. I have a dream. I have a dream. I have a dream. I have a dream. I have a dream. I have a dream. I have a dream. I have,happy
I'm so happy I'm alive!,happy
I'm so tired of the same old routine. I just want something new and exciting to happen.,happy
I feel so overwhelmed at the moment. I'm not sure what to do.,sad
Everything is tough. I am going through a hard time right now.,sad
I'm starting to feel like I'm drowning and I can't breathe.,sad
I spent the day with my friends and family.,happy
I've been feeling really down lately and I'm not sure why.,sad
I will be leaving the country to go to Sydney Australia tomorrow night. I am very excited and hope that I will get to meet my cousin that lives there.,sad
I'm so tired of being in this relationship.,sad
I'm so tired of being alone.,sad
I wish I had a hot tub.,sad
I'm so tired of this whole thing.,sad
I am so tired. I feel like I am going to explode.,sad
"I want to be loved, but not with the love that is painful and difficult to understand. I want to be loved like a child, with an unconditional love.",sad
I'm trying to get my thoughts in order.,sad
I'm so happy that I'm able to get some of the things I've been wanting for a while now.,happy
I am so grateful for my family and friends. They are always there for me when I need them. I love them so much!,happy
"I don't know what's wrong with me, but I can't stop thinking about him.",sad
oh my god oh my god oh my god oh my god i am in love,happy
I can't believe I'm falling for you again.,happy
The path to my heart is always open to you.,happy
"I hope you don't think I'm being a brat, but I'm really tired of getting up early.",sad
"Mom, my heart is hurting again.",sad
My heart is full of joy as I think about our upcoming vacation. I can't wait to relax and spend time with my loved ones.,happy
I wish I had more free time this week.,sad
I'm not sure what I'm doing with my life.,sad
We are all one.,happy
I'm excited to start my new job tomorrow!,happy
"I've been feeling really down lately, but I'm trying to stay happy. I know things will get better eventually.",happy
I'm so glad that you're finally here.,happy
I feel so lost right now. My life is a mess and I don't know what to do.,sad
IÃ¢â‚¬â„¢m glad IÃ¢â‚¬â„¢m not going to the office today. I need a day to do what I want to do and not what I have to do.,happy
I am so tired of working on this stupid paper. I just can't seem to get it done.,sad
I'm so tired of everyone telling me what to do and how to live my life. I'm my own person and I'm not going to let anyone tell me what to do,sad
